0,SMILES,Kh_mean,Kh_first,Varying_1,Varying_2,Varying_3,Varying_4,Varying_5,Varying_6,Varying_7,Varying_8,Varying_9,wt,logp,fraction_sp3,ali_homo_rings,ali_hetero_rings,amide_bonds,aro_homo_rings,aro_hetero_rings,hba,hbd,tpsa,asph,ecce,isf,npr1,npr2,pmi1,pmi2,pmi3,rog,si
defenuron,CNC(=O)Nc1ccccc1,-13.652991628466498,-13.652991628466498,0,0,0,0,0,0,0,0,0,150.07931294,1.4379,0.125,0,0,2,1,0,1,2,41.13,0.6583041646380045,0.9913901184454722,0.006334584135352808,0.13094133437792935,0.8758508672811319,138.2649355611331,924.8375564607046,1055.9303998084058,2.656111824429085,0.030835752167299516
N-methyl-N-nitrosobenzenemethanamine,CN(Cc1ccccc1)N=O,0.23572233352106978,0.23572233352106978,0,0,0,0,0,0,0,0,0,150.07931294,1.7997999999999998,0.25,0,0,0,1,0,2,0,32.67,0.5077531712988749,0.9785305082611522,0.004958265467698074,0.20610202425539415,0.9264005501924095,186.83964306221395,839.8187681849432,906.5395827005029,2.536972000763927,0.3513343699080934
N-nitrosodi-N-butylamine,CCCCN(CCCC)N=O,0.3285040669720359,0.3285040669720359,0,0,0,0,0,0,0,0,0,158.141913196,2.570000000000001,1.0,0,0,0,0,0,2,0,32.67,0.41578280333457246,0.9659575775202558,0.0023107238811023363,0.2587005188073635,0.809138918638582,350.16685691264,1095.218646068289,1353.5607061282517,2.9738378171099566,0.19198151970935834
methyl anthranilate,COC(=O)c1ccccc1N,-1.6486586255873819,-1.6486586255873819,0,0,0,0,0,0,0,0,0,151.063328528,1.0554,0.125,0,0,0,1,0,3,1,52.32,0.378010750091845,0.9570451691063733,0.003010381773374965,0.2899388630214199,0.7289883391406504,242.1581028652639,608.853988656767,835.2040162597103,2.3616525004609277,0.04096973160616372
"methylcarbamic acid, 3-methylphenyl ester",CNC(=O)Oc1cccc(C)c1,-9.392661928770137,-9.392661928770137,0,0,0,0,0,0,0,0,0,165.078978592,1.71322,0.2222222222222222,0,0,1,1,0,2,1,38.33,0.4750049809032589,0.9747063251162577,0.0036620818378742333,0.22348955183265368,0.9021153156292934,246.33947453040903,994.3490019808839,1102.2415701780328,2.6629938135578985,0.1403670319939988
fenuron,CN(C)C(=O)Nc1ccccc1,-7.492290655140472,-7.492290655140472,1,0,0,0,0,0,0,0,0,164.094963004,1.7801,0.2222222222222222,0,0,2,1,0,1,1,32.34,0.5982584857976669,0.9873491273793499,0.0044912002477672675,0.1585613466871303,0.8728034521823034,194.33634753119824,1069.7275127488354,1225.6224583829903,2.7533420199617797,0.08670694582566986
proximpham,CC(C)=NOC(=O)Nc1ccccc1,-8.268731832117737,-8.268731832117737,0,0,0,0,0,0,0,0,0,192.089877624,2.6309000000000013,0.2,0,0,1,1,0,3,1,50.69,0.7480264615351941,0.9957099075993483,0.00457132146255844,0.09252988656913627,0.9104550322734692,199.16670479872863,1959.7163183577395,2152.4581103848614,3.348838230109879,0.022974466563470606
dioxacarb,CNC(=O)Oc1ccccc1C2OCCO2,-13.415032991367148,-13.415032991367148,0,0,0,0,0,0,0,0,0,223.084457896,1.4502,0.36363636363636365,0,1,1,1,0,4,1,56.790000000000006,0.20320967035945153,0.8866629451634375,0.0008349959108447655,0.4624162861254986,0.6412958165334688,768.022703110809,1065.1219718805855,1660.8902544197363,2.7975270155567937,0.17356292634326534
"phenol, 3,5-dimethyl-, methylcarbamate",CNC(=O)Oc1cc(C)cc(C)c1,-6.063785208687608,-6.063785208687608,0,0,0,0,0,0,0,0,0,179.094628656,2.02164,0.3,0,0,1,1,0,2,1,38.33,0.4418786784080988,0.9702489703551481,0.002428194473440928,0.24210934621524804,0.8338393947833616,343.39893443614943,1182.6869310733632,1418.3629826948093,2.8661240563133776,0.10202190636522333
"phenylcarbamic acid, 1-methylethyl ester",CC(C)OC(=O)Nc1ccccc1,-4.007333185232471,-4.007333185232471,0,0,0,0,0,0,0,0,0,179.094628656,2.6435000000000013,0.3,0,0,1,1,0,2,1,38.33,0.6863852934498963,0.9929516119622823,0.0047754688325548494,0.11852044676554864,0.9269470481185919,194.10597799309272,1518.1006166707286,1637.7425439263125,3.057117168052482,0.1186609291241162
xylylcarb,CNC(=O)Oc1ccc(C)c(C)c1,-4.51085950651685,-4.51085950651685,0,0,0,0,0,0,0,0,0,179.094628656,2.02164,0.3,0,0,1,1,0,2,1,38.33,0.6222833922275788,0.9890210280560592,0.004191787496605104,0.1477748492231874,0.9313527519531399,222.18510664184083,1400.324287939862,1503.5380364778455,2.953185714340323,0.0949178799827163
phenacetin,CCOc1ccc(NC(C)=O)cc1,-10.757902880692196,-10.757902880692196,0,0,0,0,0,0,0,0,0,179.094628656,2.0437,0.3,0,0,1,1,0,2,1,38.33,0.7355018142859259,0.9952197404836762,0.005119531399525449,0.09766098582138136,0.9076485144329931,177.2913268032943,1647.7225582094609,1815.3751501910308,3.1868885518998638,0.03852219221129845
propoxur,CNC(=O)Oc1ccccc1OC(C)C,-8.00592560314103,-8.00592560314103,1,1,1,1,1,1,1,1,1,209.10519334,2.192,0.36363636363636365,0,0,1,1,0,3,1,47.56,0.19942120915663267,0.8810639128110777,0.0008743358048543578,0.47299723206593286,0.6280003338382109,718.2598840760271,953.6365466922302,1518.5287257154735,2.76109747070161,0.14542483960206531
aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-7.549609165154532,-7.549609165154532,0,0,0,0,0,0,0,0,0,208.121177752,1.77922,0.36363636363636365,0,0,1,1,0,3,1,41.57,0.6172626093655601,0.9885416210086576,0.0031181246638996804,0.15094854598032859,0.952062412738439,305.33173473178033,1925.787798527286,2022.753732066891,3.195753703812739,0.1845391876497706
monodesmethylisoproturon,CNC(=O)Nc1ccc(cc1)C(C)C,-12.542544882151386,-12.542544882151386,0,0,0,0,0,0,0,0,0,192.126263132,2.561300000000001,0.36363636363636365,0,0,2,1,0,1,2,41.13,0.7371124432634455,0.9952438057651145,0.004745645602002831,0.09741543556424312,0.9581862787681904,201.9085197520442,1985.988894595855,2072.654282994921,3.328673465063721,0.13964103312049533
4-(phenylazo)phenol,O=C1C=CC(C=C1)=NNc2ccccc2,-9.615805480084347,-9.615805480084347,0,0,0,0,0,0,0,0,0,198.07931294,2.1495999999999995,0.0,1,0,0,1,0,3,1,41.46,0.7695597191638773,0.9964833148807838,0.004658714440373423,0.08379142655549318,0.9320378009685498,200.0633034923346,2225.3656383091475,2387.634531557201,3.4843083640489922,0.04107822989635278
N-nitrosodiphenylamine,O=NN(c1ccccc1)c2ccccc2,4.562856528174375,4.562856528174375,0,0,0,0,0,0,0,0,0,198.07931294,3.5061000000000018,0.0,0,0,0,2,0,2,0,32.67,0.3689744163045656,0.9571088169526569,0.001785608667284503,0.28972868776061067,0.7950637341213184,445.26202671855646,1221.8730991450357,1536.8240893233733,2.842819452075113,0.1950056661042534
carbaryl,CNC(=O)Oc1cccc2ccccc12,-7.581549181868423,-7.581549181868423,1,1,1,1,1,0,0,0,0,201.078978592,2.5580000000000007,0.08333333333333333,0,0,1,2,0,2,1,38.33,0.3830061682176693,0.9598970900988748,0.0017958774114425996,0.2803525930319045,0.7947649729749556,442.5496795666769,1254.5736792270677,1578.5467677708054,2.852949696252829,0.09068857494580183
carbofuran,CNC(=O)Oc1cccc2CC(C)(C)Oc12,-8.024576898638314,-8.024576898638314,1,1,1,1,1,0,0,0,0,221.10519334,2.1183,0.4166666666666667,0,1,1,1,0,3,1,47.56,0.2113691681262991,0.9049989391310745,0.0010973571090218525,0.42541382226207664,0.7433816008680045,677.4290654850089,1183.7610270794776,1592.400223111881,2.7936557106138635,0.2623685776590409
"phenol, 3-methyl-5-(1-methylethyl)-, methylcarbamate",CNC(=O)Oc1cc(C)cc(c1)C(C)C,-5.218526331635804,-5.218526331635804,1,0,0,0,0,0,0,0,0,207.125928784,2.8366200000000017,0.4166666666666667,0,0,1,1,0,2,1,38.33,0.2919579271316066,0.9370453277225517,0.0011792882600415726,0.34920775162263495,0.761681444758594,645.8823262869953,1408.7791039700178,1849.564688314698,3.06888854944416,0.19263442687887675
fenobucarb,CCC(C)c1ccccc1OC(=O)NC,-5.0106352940962555,-5.0106352940962555,0,0,0,0,0,0,0,0,0,207.125928784,2.9183000000000003,0.4166666666666667,0,0,1,1,0,2,1,38.33,0.18036439313871266,0.8788505039499996,0.000899714151573695,0.47709725602525915,0.6758379075259016,751.1695868557695,1064.078393590303,1574.4579902090236,2.8595299506280347,0.261192766609292
"N,N-dimethyl-N'-[4-(1-methylethyl)phenyl]-urea",CC(C)c1ccc(NC(=O)N(C)C)cc1,-11.457357416337269,-11.457357416337269,0,0,0,0,0,0,0,0,0,206.141913196,2.903500000000001,0.4166666666666667,0,0,2,1,0,1,1,32.34,0.7106864522043991,0.9941039205815688,0.003699949901333807,0.10843152255849664,0.9500603573140443,256.776546345007,2249.8366859950315,2368.0986883355913,3.4373317104744423,0.14133782113885265
disperse blue 1,Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12,-3.8501476017100584,-3.8501476017100584,0,0,0,0,0,0,0,0,0,268.09602562400033,0.7908000000000002,0.0,1,0,0,2,0,6,4,138.22,0.2817021275090534,0.9218185323781339,0.0006516437033859344,0.3876217142578873,0.6267196467128964,961.7520179454925,1554.9925681181046,2481.161355438495,3.052025306162005,0.01511610059138346
N-(2-methylcyclohexyl)-N'-phenylurea,CC1CCCCC1NC(=O)Nc2ccccc2,-11.918390573078392,-11.918390573078392,0,0,0,0,0,0,0,0,0,232.15756326,3.386800000000001,0.5,1,0,2,1,0,1,2,41.13,0.695883480776497,0.9933786306710567,0.002783193310975777,0.11488644883578032,0.9514593360574423,341.8588756682029,2831.185245646755,2975.624010773098,3.6376900022585312,0.1509940841245726
butralin,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-0.6931471805599453,-0.6931471805599453,0,0,0,0,0,0,0,0,0,295.15320615200056,4.010900000000003,0.5714285714285714,0,0,0,1,0,5,1,98.31,0.26365166715703064,0.9279003409017791,0.0006589421998131164,0.3728283215561315,0.7645324142618455,1160.2419976724448,2379.225408375933,3112.000700026657,3.3557017827024063,0.2129987599177933
2-aminoanthraquinone,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,-11.608235644774554,-11.608235644774554,0,0,0,0,0,0,0,0,0,223.063328528,2.0442,0.0,1,0,0,2,0,3,1,60.160000000000004,0.45517648885091105,0.9711553064888233,0.0016206463998307363,0.23844783638900932,0.7618582687968858,470.0953081908896,1501.9888756028047,1971.480703326514,2.972023542606082,0.001080239023687246
metalaxyl,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-10.0162396720077,-10.0162396720077,1,1,1,0,0,0,0,0,0,279.14705815200057,1.8443399999999999,0.4666666666666667,0,0,1,1,0,4,0,55.84,0.19379305696040192,0.8939958710156277,0.0009851417660550754,0.4480751974914581,0.9457772299108101,960.0417549020407,2026.4135052181155,2142.5907086060984,3.0299805655684713,0.549193723406604
tebutam,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,-4.204692619390966,-4.204692619390966,0,0,0,0,0,0,0,0,0,233.177964356,3.4697000000000022,0.5333333333333333,0,0,1,1,0,1,0,20.310000000000002,0.2972422216290945,0.9398196505012737,0.0012621312926393848,0.34167093018233763,0.8419251250133217,667.0661997870897,1643.7447380969472,1952.3645146840563,3.022338128608261,0.3076070828413277
isopropalin,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(C)C)[N+]([O-])=O,1.6607312068216509,1.6607312068216509,0,0,0,0,0,0,0,0,0,309.1688562160006,4.252800000000004,0.6,0,0,0,1,0,5,0,89.51999999999998,0.14119288693877893,0.8642242312269528,0.0006082546942713812,0.5031068257936703,0.8633253451055302,1419.3484295911505,2435.585068576084,2821.167109693004,3.2848091935659163,0.38144249127778335
"(3-methylphenyl)-carbamic acid, 3-[(methoxycarbonyl)amino]phenyl ester",COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-16.300417207752275,-16.300417207752275,0,0,0,0,0,0,0,0,0,300.11100699200045,3.784220000000002,0.125,0,0,2,2,0,4,2,76.66,0.6248631347529179,0.9892902592340251,0.001024781525034216,0.14596158050896568,0.8915405248640637,869.9810672663098,5313.887220375511,5960.342880864264,4.496575274156046,0.08515054658269527
fenam,CN(C)C(=O)C(c1ccccc1)c2ccccc2,-12.7150448383305,-12.7150448383305,0,0,0,0,0,0,0,0,0,239.131014164,2.9067000000000016,0.1875,0,0,1,2,0,1,0,20.310000000000002,0.14060324302926824,0.853027056390287,0.000679574790908127,0.5218666889792087,0.706034105501942,1038.9351031671686,1405.5766189522462,1990.8055545744173,3.0441052624689853,0.42228504852591614
difenoxuron,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-17.840862248699423,-17.840862248699423,0,0,0,0,0,0,0,0,0,286.13174243600054,3.581000000000002,0.1875,0,0,2,2,0,3,1,50.800000000000004,0.6741065565569814,0.9923050488001994,0.0013854572050880684,0.12381716409946521,0.9186966367458052,663.0999740532635,4920.05870445869,5355.476996069623,4.370512795686662,0.10902537421544486
butacarb,CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,-5.393627546352362,-5.393627546352362,0,0,0,0,0,0,0,0,0,263.1885290400002,3.999800000000003,0.5625,0,0,1,1,0,2,1,38.33,0.21033085530552498,0.8970462562321802,0.0005245061692567821,0.4419366630862729,0.6751394070014837,1287.190592930769,1966.4200013193265,2912.613277978907,3.421388766902611,0.2171177069082583
furalaxyl,COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C,-9.305650551780507,-9.305650551780507,0,0,0,0,0,0,0,0,0,301.1314080880005,3.1047400000000023,0.29411764705882354,0,0,1,1,1,4,0,59.75,0.13029216444298652,0.8545529541848165,0.0005987299587391518,0.5193642734093316,0.7954388862944992,1328.5436525835307,2034.7477435587555,2558.018948554925,3.1344697349798705,0.5538532425199209
fenoxycarb,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-13.171833351331781,-13.171833351331781,1,1,1,1,1,1,1,0,0,301.1314080880005,3.6038000000000023,0.23529411764705882,0,0,1,2,0,4,1,56.790000000000006,0.7112795932857132,0.9941332756482733,0.0012567731029044461,0.10816205549468091,0.9494545741008212,755.4701575858036,6631.573276191883,6984.613542435455,4.883245858773739,0.11761977328093343
bifenazate,COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2,-6.907755278982137,-6.907755278982137,0,0,0,0,0,0,0,0,0,300.1473925000006,3.8237000000000023,0.23529411764705882,0,0,1,2,0,4,2,59.59,0.3220724931633734,0.945358473920696,0.0004935408946180011,0.3260327526282176,0.7579318212967362,1535.7021668556415,3570.0632249715327,4710.269610878134,4.042345680984504,0.1801875542980316
napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-9.392661928770137,-9.392661928770137,0,0,0,0,0,0,0,0,0,271.15722891200045,3.475500000000002,0.35294117647058826,0,0,1,2,0,2,0,29.540000000000003,0.3523563782357294,0.9513305899485122,0.001196230733156015,0.3081722061254317,0.9629363271634332,804.9754119114785,2515.2822064927386,2612.0960810587794,3.3061732309828566,0.37822977325589385
naptalam,OC(=O)c1ccccc1C(=O)Nc2cccc3ccccc23,-23.85876005287556,-23.85876005287556,0,0,0,0,0,0,0,0,0,291.08954327600037,3.790300000000002,0.0,0,0,1,3,0,3,2,66.39999999999999,0.4448139925558416,0.9705312099746446,0.0010072002465031104,0.24097545614678717,0.8937394990207462,887.3503577106065,3291.0408256394167,3682.326706210645,3.6731730767404818,0.20086339677892837
kresoxim-methyl,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,-7.901007051992421,-7.901007051992421,0,0,0,0,0,0,0,0,0,313.1314080880005,3.097520000000002,0.2222222222222222,0,0,0,2,0,5,0,57.120000000000005,0.08149270051881981,0.7942588491914301,0.0005989754681393739,0.6075795260549067,0.9284049465000318,1549.9882647681388,2368.4418422909425,2551.087056590625,3.212950305478232,0.7267211276279837
phenisopham,CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c2ccccc2,-9.472704636443673,-9.472704636443673,0,0,0,0,0,0,0,0,0,342.1579571840006,4.668800000000004,0.2631578947368421,0,0,2,2,0,4,1,67.87,0.6130278243272572,0.9880826535587602,0.0009025316385365948,0.1539242337524502,0.9699147990686087,1074.6601644251186,6771.700414125562,6981.74769642478,4.653333396284945,0.212168863142056
benalaxyl,COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,-4.418840607796598,-4.418840607796598,0,0,0,0,0,0,0,0,0,325.16779359600065,3.440640000000002,0.3,0,0,1,2,0,3,0,46.61,0.3078643768691128,0.9413918170853797,0.0007409811721618598,0.33731505558555636,0.9176608074108026,1238.4401141171627,3369.158702619572,3671.4640915369564,3.566658106457691,0.49107858807892873
tebufenozide,CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,-6.633318433280377,-6.633318433280377,0,0,0,0,0,0,0,0,0,352.2150781360008,4.451540000000004,0.36363636363636365,0,0,2,2,0,2,1,49.410000000000004,0.11098586260759075,0.819939193199731,0.0003153785722142568,0.5724506262158985,0.7042456000767557,2233.0166413408606,2747.1227605389613,3900.802163676354,3.549347332208364,0.3834458850376978
glycine,NCC(O)=O,-25.510757579728455,-25.510757579728455,0,0,0,0,0,0,0,0,0,75.0320284,-0.9702999999999999,0.5,0,0,0,0,0,3,2,63.32,0.3603104284741447,0.9534732467405042,0.014146206829052833,0.30147764054755644,0.7323920532814956,51.77303443473923,125.77436563920189,171.73092618313868,1.5252684633127513,0.29732314777235797
alanine,CC(N)C(O)=O,-24.278613898435825,-24.278613898435825,0,0,0,0,0,0,0,0,0,89.047678464,-0.5817999999999999,0.6666666666666666,0,0,0,0,0,3,2,63.32,0.2353979496287624,0.9048012047064887,0.006394739667582314,0.4258342165229172,0.6436740052233549,100.6567958483776,152.14879505387972,236.3755469681956,1.6568974318809147,0.3358805642441042
cyclonite,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-13.102160670086809,-13.102160670086809,0,0,0,0,0,0,0,0,0,222.034881912,-1.6463999999999996,1.0,0,1,0,0,0,6,0,139.14000000000001,0.19873458370781838,0.8771392830865213,0.0008856658592229553,0.48023606493730087,0.6153460420933299,694.783518733812,890.2544385548101,1446.7541475139362,2.612424881493591,0.2914572748847245
2-pyrrolidinone,O=C1CCCN1,-9.137769679141348,-9.137769679141348,0,0,0,0,0,0,0,0,0,85.052763844,-0.10360000000000008,0.75,0,1,1,0,0,1,1,29.1,0.29882171366344873,0.9366517218671317,0.010160454172002778,0.3502621188814707,0.7131237216923086,70.1862052246963,142.89711956614147,200.3819466656268,1.558563248907158,0.3527127509585345
4-nitrosomorpholine,O=NN1CCOCC1,-5.966146739123692,-5.966146739123692,0,0,0,0,0,0,0,0,0,116.058577496,0.0,1.0,0,1,0,0,0,3,0,41.900000000000006,0.3797527013705167,0.95951111516824,0.007246636143933284,0.2816707650229266,0.8146026233897601,112.4111390733653,325.0973127436252,399.0869945775721,1.897969533464477,0.41055489685609614
N-nitrosopyrrolidine,O=NN1CCCC1,-5.128829683128371,-5.128829683128371,0,0,0,0,0,0,0,0,0,100.063662876,0.7636000000000001,1.0,0,1,0,0,0,2,0,32.67,0.28682981542463337,0.9366498627032661,0.00910339698520831,0.3502670905151563,0.8486464838860485,93.2230556642729,225.8659764188588,266.14848550905776,1.7095763159429616,0.5160817666451052
1-oxa-4-azacyclohexane,C1COCCN1,-2.1041341542702074,-2.1041341542702074,0,0,0,0,0,0,0,0,0,87.068413908,-0.3938000000000001,1.0,0,1,0,0,0,2,1,21.259999999999998,0.15712448370599838,0.8428092122637737,0.006101632718874695,0.5382124410707332,0.6182993039409026,101.3334188451339,116.41199191392168,188.2777340552342,1.5264988419675984,0.4946865992084141
2-ethyl-3-methoxypyrazine,CCc1nccnc1OC,0.40047756659712525,0.40047756659712525,0,0,0,0,0,0,0,0,0,138.07931294,1.0475999999999999,0.42857142857142855,0,0,0,0,1,3,0,35.010000000000005,0.20221917597150227,0.8509981076729012,0.001659516869714901,0.5251687545324277,0.544664915081136,328.20691673637975,340.39114263836814,624.955148043016,2.16356661761495,0.18960862517248386
2-isobutyl-3-methoxypyrazine,COc1nccnc1CC(C)C,1.6906973771829876,1.6906973771829876,0,0,0,0,0,0,0,0,0,166.110613068,1.6837,0.5555555555555556,0,0,0,0,1,3,0,35.010000000000005,0.24986474103610187,0.9199548295184096,0.00184624084995758,0.39202437634126003,0.7161797514652537,387.9124175384316,708.6677144308999,989.5109614325388,2.5049829379797344,0.2447657756326688
